;lon1;lat1;tstart1;tend1;lon2;lat2;tstart2;tend2;distance;bearing;route;classified
62;-8.645994;41.18049;0.0;30.0;-8.646804;41.178888;45.0;;190.59703202912274;234.6542362809218;5.0;0
63;-8.646804;41.178888;45.0;;-8.65215;41.177961;75.0;;459.13917559681596;187.07842082107152;5.0;0
64;-8.65215;41.177961;75.0;;-8.654049;41.177196;90.0;;180.26600390442175;196.1205452576802;5.0;[350000.0]
65;-8.654049;41.177196;90.0;;-8.655012;41.177925;105.0;;114.30983003632396;151.46868929741933;5.0;[360000.0, 360001.0, 360002.0, 360003.0, 360004.0, 360005.0, 360006.0, 360007.0, 360008.0, 360009.0, 360010.0, 360011.0, 360012.0, 360013.0, 360014.0, 360015.0, 360016.0, 360017.0, 360018.0]
66;-8.655012;41.177925;105.0;;-8.659647;41.177277;135.0;;394.55381783090326;185.75843520891988;5.0;[370000.0, 370001.0, 370002.0]
67;-8.659647;41.177277;135.0;;-8.662518;41.177619;150.0;;243.27486073470243;175.07559068654325;5.0;0
68;-8.662518;41.177619;150.0;;-8.664561;41.179221;165.0;;246.9152327973121;150.3845749065012;5.0;[380000.0, 380001.0]
69;-8.664561;41.179221;165.0;;-8.667432;41.178537;180.0;;252.0291117347121;189.82228075600472;5.0;0
70;-8.667432;41.178537;180.0;;-8.668944;41.176674;195.0;;242.74912552747784;221.89669872527855;5.0;0
71;-8.668944;41.176674;195.0;;-8.673894;41.173308;225.0;;558.3282359383279;206.44690317573225;5.0;[390000.0, 390001.0]
72;-8.673894;41.173308;225.0;;-8.676918;41.171841;240.0;;301.1192646583711;199.58183501771248;5.0;0
73;-8.676918;41.171841;240.0;;-8.680032;41.171949;255.0;;260.9202960564201;178.53925037849282;5.0;[400000.0]
74;-8.680032;41.171949;255.0;;-8.682615;41.173191;270.0;;256.54176571176794;160.48396798070382;5.0;0
75;-8.682615;41.173191;270.0;;-8.685441;41.173776;285.0;;245.3138605382561;171.3031616351474;5.0;0
76;-8.685441;41.173776;285.0;;-8.688105;41.17365;300.0;;223.4120580061233;182.00645525762525;5.0;[410000]
77;-8.688105;41.17365;300.0;;-8.688879;41.174379;315.0;;103.76721707240772;145.07523741218066;5.0;0
78;-8.688879;41.174379;315.0;;-8.689067999991344;41.1763680000007;330.0;360.0;221.73168631483736;97.26639525610477;5.0;[420000.0, 420001.0]
79;-8.689067999991344;41.1763680000007;330.0;360.0;-8.687502;41.176755;375.0;;137.94944958561163;10.367278384325232;5.0;0
80;-8.687502;41.176755;375.0;;-8.68726199999519;41.17798200000008;390.0;420.0;137.90683932007406;75.17463426372024;5.0;0
81;-8.615502;41.140674;0;;-8.613351;41.14152;30;;203.20983593760315;15.1498569328121;6.0;[430000.0]
82;-8.613351;41.14152;30;;-8.609976;41.140854;45;;292.1634355103803;352.29079210413613;6.0;[440000.0]
83;-8.609976;41.140854;45;;-8.603676;41.141808;75;;538.119375045845;5.891084693946141;6.0;[450000]
84;-8.603676;41.141808;75;;-8.599833;41.141916;90;;322.0329606856009;1.092537342957371;6.0;0
85;-8.599833;41.141916;90;;-8.596458;41.140494;105;;323.84694136521296;344.1015803755174;6.0;[150000.0, 150001.0]
86;-8.596458;41.140494;105;;-8.592993;41.140008;120;;295.1522044039117;354.60319395292146;6.0;[460000.0]
87;-8.592993;41.140008;120;;-8.589384;41.140674;135;;311.16205953223897;7.057354935995136;6.0;[470000, 470001]
88;-8.589384;41.140674;135;;-8.587026;41.142753;150;;304.02434561104724;30.527622923617287;6.0;[480000.0, 480001.0]
89;-8.587026;41.142753;150;;-8.583831;41.143644;165;;285.2959655389665;10.532711156011828;6.0;0
90;-8.583831;41.143644;165;;-8.581086;41.143698;180;;229.9356207085318;0.7491716609786749;6.0;[490000.0, 490001.0]
91;-8.581086;41.143698;180;;-8.577594;41.144688;210;;312.4414160312658;10.630447908524218;6.0;[500000.0]
92;-8.577594;41.144688;210;;-8.580168;41.147136;240;;347.2019800268192;147.71184435803963;6.0;[510000.0, 510001.0]
93;-8.580168;41.147136;240;;-8.578827;41.149359;255;;271.49321075343215;47.676905137428605;6.0;[520000.0, 520001.0]
94;-8.578827;41.149359;255;;-8.579808;41.151879;270;;292.0013863011353;120.35104065716237;6.0;[530000.0]
95;-8.579808;41.151879;270;;-8.581626;41.153868;285;;268.48311992463476;143.94289120964712;6.0;0
96;-8.581626;41.153868;285;;-8.582076;41.155434;300;;178.16036220982193;113.32759264284664;6.0;0
97;-8.582076;41.155434;300;;-8.578719;41.156271;330;;296.06112228770525;9.38512123509804;6.0;0
98;-8.578719;41.156271;330;;-8.578224;41.160717;375.0;;496.1064488680961;80.36855283474142;6.0;0
99;-8.57952;41.145948;0;;-8.580942;41.145039;15;;156.18617945966616;203.0207196385603;7.0;0
100;-8.580942;41.145039;15;;-8.582706;41.145021;30;;147.72201514312718;180.38932403228614;7.0;0
101;-8.582706;41.145021;30;;-8.584092;41.146164;45;;172.11117353392765;151.18270421824508;7.0;[280000.0, 280001.0]
102;-8.584092;41.146164;45;;-8.587116;41.147397;75;;287.943543298295;164.73600615216654;7.0;[540000.0, 540001.0]
103;-8.587116;41.147397;75;;-8.586171;41.148018;90;;105.01979170861803;23.713731612729532;7.0;[550000.0]
104;-8.586171;41.148018;90;;-8.58609;41.148963;105;;105.29785059087766;82.67300298566113;7.0;0
105;-8.58609;41.148963;105;;-8.593430999673421;41.15085300022937;150.0;180.0;649.5877895100922;170.15611870806828;7.0;[560000.0, 560001.0, 560002.0]
106;-8.593430999673421;41.15085300022937;150.0;180.0;-8.595342;41.150232;195;;174.26844474829917;192.3776068540435;7.0;[570000]
107;-8.595342;41.150232;195;;-8.59835700052503;41.148454500404874;240.0;255.0;320.6138420717594;201.77838196784296;7.0;[580000.0]
108;-8.59835700052503;41.148454500404874;240.0;255.0;-8.600688;41.148585;270;;195.71442455071153;177.82231345206606;7.0;[590000.0]
109;-8.600688;41.148585;270;;-8.601878250395686;41.14721925017816;285.0;330.0;181.64571339413274;217.97852755936748;7.0;[600000.0, 600001.0]
110;-8.601878250395686;41.14721925017816;285.0;330.0;-8.603703000000001;41.1465780000056;345.0;360.0;168.60992375657042;193.46767750421566;7.0;[610000.0]
111;-8.603703000000001;41.1465780000056;345.0;360.0;-8.604477;41.146164;375;;79.49508454548219;200.0425507478136;7.0;[620000.0]
112;-8.604477;41.146164;375;;-8.604589499930517;41.14536750005472;390.0;405.0;89.06630936819526;258.3167927062575;7.0;[630000.0]
113;-8.604589499930517;41.14536750005472;390.0;405.0;-8.604846000224187;41.14429650004238;420.0;435.0;121.01108120305757;250.67748343130256;7.0;[630000.0]
114;-8.604846000224187;41.14429650004238;420.0;435.0;-8.602236;41.142807;465;;274.22085677889345;338.78414209851695;7.0;[640000.0, 640001.0, 640002.0]
115;-8.602236;41.142807;465;;-8.603985000001098;41.14280400000054;495.0;525.0;146.4577788311376;180.06698998339482;7.0;0
116;-8.617563;41.146182;0.0;15.0;-8.616978;41.144832;30.0;;157.90328750225453;302.1089431813515;8.0;[650000.0]
117;-8.616978;41.144832;30.0;;-8.615655000284931;41.14551600007729;45.0;75.0;134.37695164858056;19.634996682845042;8.0;[660000.0]
118;-8.615655000284931;41.14551600007729;45.0;75.0;-8.615357999525639;41.147154000403475;90.0;120.0;183.82727010011365;75.24318640426088;8.0;[670000.0]
119;-8.615357999525639;41.147154000403475;90.0;120.0;-8.617727999607716;41.1473190002247;135.0;165.0;199.2914981203231;177.24323827954166;8.0;[680000.0, 680001.0]
120;-8.617727999607716;41.1473190002247;135.0;165.0;-8.618796;41.148603;180.0;;168.467545156556;140.21380190327406;8.0;[690000.0]
121;-8.618796;41.148603;180.0;;-8.619948;41.148468;195.0;;97.61859648545651;184.644433773758;8.0;0
122;-8.619948;41.148468;195.0;;-8.620758;41.148927;210.0;;84.88040880772533;158.53580562024445;8.0;0
123;-8.620758;41.148927;210.0;;-8.621055;41.150565;225.0;;183.827050552032;104.60988213849086;8.0;[700000.0]
124;-8.621055;41.150565;225.0;;-8.620827000027322;41.15557500000101;270.0;300.0;557.4135440182657;86.14459814046484;8.0;[710000.0, 710001.0, 710002.0, 710003.0, 710004.0, 710005.0]
125;-8.620827000027322;41.15557500000101;270.0;300.0;-8.62092;41.157225;315.0;;183.63676199432004;94.60974449744776;8.0;[710000.0, 710001.0, 710002.0, 710003.0, 710004.0, 710005.0]
126;-8.62092;41.157225;315.0;;-8.624673000016683;41.15959650000035;345.0;360.0;410.1882144976557;156.23305080660188;8.0;[720000.0]
127;-8.624673000016683;41.15959650000035;345.0;360.0;-8.624723625001467;41.16154950000069;390.0;495.0;217.20504209439432;92.09079763084469;8.0;[730000.0, 730001.0, 730002.0, 730003.0, 730004.0, 730005.0, 730006.0, 730007.0]
128;-8.611794;41.140557;0.0;30.0;-8.615727000176609;41.140584000059185;90.0;105.0;329.3656594903006;179.72852671192464;9.0;0
129;-8.615727000176609;41.140584000059185;90.0;105.0;-8.614566;41.141088;120.0;;112.21830946034528;16.658978510193776;9.0;[430000.0]
130;-8.614566;41.141088;120.0;;-8.613936;41.142942;150.0;;212.798457371884;63.71345167979467;9.0;[740000.0]
131;-8.613936;41.142942;150.0;;-8.611488;41.144787;180.0;;290.01382134826036;27.369742995739102;9.0;[290000.0]
132;-8.611488;41.144787;180.0;;-8.610543;41.144391;195.0;;90.55654901172205;343.9530254631916;9.0;0
133;-8.610543;41.144391;195.0;;-8.610268499986104;41.143468500000786;210.0;225.0;105.12110046520672;293.4586955293476;9.0;[750000.0]
134;-8.610268499986104;41.143468500000786;210.0;225.0;-8.608621499861048;41.1431940001773;240.0;255.0;141.25230431105675;353.48675835426303;9.0;[760000.0]
135;-8.608621499861048;41.1431940001773;240.0;255.0;-8.606565;41.142348;270.0;;196.22573289976964;344.2959228154688;9.0;[760000.0]
136;-8.606565;41.142348;270.0;;-8.605179;41.143446;285.0;;168.45321114970682;28.394597872308964;9.0;[770000.0]
137;-8.605179;41.143446;285.0;;-8.604423000484207;41.14504800006865;300.0;315.0;189.0483035715009;55.294516771977726;9.0;[780000.0]
138;-8.604423000484207;41.14504800006865;300.0;315.0;-8.603505;41.145561;330.0;;95.72175460775266;20.841500957658525;9.0;[790000.0, 790001.0, 790002.0, 790003.0]
139;-8.603505;41.145561;330.0;;-8.601039;41.145759;360.0;;207.65883782733323;3.122781202417457;9.0;[790000.0, 790001.0, 790002.0, 790003.0]
140;-8.601039;41.145759;360.0;;-8.599977;41.147289;390.0;;191.96661875619657;44.340971207504026;9.0;[800000]
141;-8.599977;41.147289;390.0;;-8.598492000220514;41.14834650015446;405.0;420.0;171.13678719383097;25.75505822156441;9.0;[810000.0, 810001.0]
142;-8.598492000220514;41.14834650015446;405.0;420.0;-8.598618;41.149467;435.0;;125.03975825045424;99.39812115935513;9.0;0
143;-8.598618;41.149467;435.0;;-8.593002;41.159187;510.0;;1178.6593678379425;49.25922894085198;9.0;[820000.0, 820001.0, 820002.0, 820003.0, 820004.0, 820005.0, 820006.0, 820007.0, 820008.0, 820009.0, 820010.0]
144;-8.593002;41.159187;510.0;;-8.591454;41.161608;525.0;;298.77101939206926;46.414702181095095;9.0;0
145;-8.591454;41.161608;525.0;;-8.589662999713243;41.16338100029457;540.0;555.0;247.68205992247562;33.586480456955485;9.0;0
146;-8.615907;41.140557;0;;-8.613522;41.14143;30;;222.06156796034304;14.145628243073133;10.0;[430000.0]
147;-8.613522;41.14143;30;;-8.609904;41.140827;45;;310.3018695767294;353.4780289774985;10.0;[440000.0]
148;-8.609904;41.140827;45;;-8.609301;41.139522;60;;153.6442948249654;304.00026671339475;10.0;[830000.0]
149;-8.609301;41.139522;60;;-8.611452;41.136012;105;;429.85782893215213;228.31058304883175;10.0;0
150;-8.611452;41.136012;105;;-8.610624;41.134563;120;;175.40966528691158;309.7917870120575;10.0;0
151;-8.610624;41.134563;120;;-8.607840000014203;41.1345270001885;150.0;225.0;233.18973560906093;359.4929055637612;10.0;0
152;-8.607840000014203;41.1345270001885;150.0;225.0;-8.604598499999382;41.13416700000008;255.0;270.0;274.4065484908796;355.6679966764561;10.0;[840000.0, 840001.0]
153;-8.619894;41.148009;0.0;15.0;-8.62065;41.148513;30.0;;84.54399368767406;155.17795203517665;11.0;[850000.0]
154;-8.62065;41.148513;30.0;;-8.621208;41.151951;60.0;;385.13248504227863;103.09317430185365;11.0;[700000.0]
155;-8.621208;41.151951;60.0;;-8.620955999988878;41.155454250011914;90.0;135.0;390.114574737239;84.01059710496469;11.0;[710002.0, 710003.0, 710004.0, 710005.0]
156;-8.620955999988878;41.155454250011914;90.0;135.0;-8.61952949998301;41.15533950026488;150.0;165.0;120.10869595296498;356.80961386166086;11.0;[860000.0, 860001.0]
157;-8.61952949998301;41.15533950026488;150.0;165.0;-8.612064;41.153832;225.0;;647.1196399406213;352.0965417312593;11.0;[860000.0, 860001.0]
158;-8.612064;41.153832;225.0;;-8.611794;41.156838;255.0;;335.0154421973383;82.49332984056264;11.0;[870000.0]
159;-8.611794;41.156838;255.0;;-8.61050700022429;41.15722050038143;270.0;285.0;115.83793144242692;11.529807968479645;11.0;[880000.0]
160;-8.61050700022429;41.15722050038143;270.0;285.0;-8.609499000001236;41.15734200000035;300.0;315.0;85.46367995994343;4.724563823314554;11.0;[880000.0]
161;-8.56242;41.168403;0.0;30.0;-8.564571;41.167125;45.0;;229.37512493588372;201.18735517967593;12.0;0
162;-8.564571;41.167125;45.0;;-8.566596;41.166621;60.0;;178.53090165600068;189.24285016617955;12.0;0
163;-8.566596;41.166621;60.0;;-8.568;41.167476;75.0;;151.1641589159282;158.25520965909865;12.0;[890000]
164;-8.568;41.167476;75.0;;-8.570295;41.167755;90.0;;194.59439358368536;175.43611345448025;12.0;[900000, 900001]
165;-8.570295;41.167755;90.0;;-8.570223;41.169321;105.0;;174.23551814710342;85.96057346870168;12.0;0
166;-8.570223;41.169321;105.0;;-8.570898;41.168817;120.0;;79.58030254695178;206.13501630926692;12.0;0
167;-8.570898;41.168817;120.0;;-8.572626;41.16924;135.0;;152.0965538543787;170.84457017488702;12.0;[910000]
168;-8.572626;41.16924;135.0;;-8.576046;41.167197;165.0;;365.45665769220403;201.55115741043642;12.0;[920000]
169;-8.576046;41.167197;165.0;;-8.577711;41.165442;180.0;;239.80688048070763;214.9265384654497;12.0;[930000]
170;-8.577711;41.165442;180.0;;-8.580087;41.164065;195.0;;251.00460080475915;201.05037009380908;12.0;0
171;-8.580087;41.164065;195.0;;-8.58222;41.164452;210.0;;183.66659438730974;173.11446971513615;12.0;[940000]
172;-8.58222;41.164452;210.0;;-8.584056;41.163201;225.0;;207.29638072663636;204.4427926537453;12.0;[950000.0]
173;-8.584056;41.163201;225.0;;-8.589546;41.164164;270.0;;471.884131765928;173.28680139574448;12.0;0
174;-8.589546;41.164164;270.0;;-8.593272;41.160564;315.0;;507.47589915244606;213.08607712266814;12.0;0
175;-8.593272;41.160564;315.0;;-8.598212999848599;41.16118950042906;360.0;375.0;419.4412385772819;175.0984448231284;12.0;[960000.0, 960001.0, 960002.0, 960003.0, 960004.0, 960005.0]
176;-8.598212999848599;41.16118950042906;360.0;375.0;-8.603743499956432;41.161801500193434;405.0;420.0;467.95440688491266;175.68738161548197;12.0;[960000.0, 960001.0, 960002.0, 960003.0, 960004.0, 960005.0]
177;-8.603743499956432;41.161801500193434;405.0;420.0;-8.620465500002163;41.16390750000097;540.0;585.0;1419.2875702732636;175.00708833823404;12.0;[960000.0, 960001.0, 960002.0, 960003.0, 960004.0, 960005.0]
178;-8.620465500002163;41.16390750000097;540.0;585.0;-8.623029000002473;41.16420000000054;615.0;645.0;217.04304710733985;175.4629168773073;12.0;[960000.0, 960001.0, 960002.0, 960003.0, 960004.0, 960005.0]
179;-8.618868;41.155101;0;;-8.613341999857493;41.154054000035266;45.0;75.0;477.0751754089512;352.5685863147937;13.0;[860000.0, 860001.0]
180;-8.613341999857493;41.154054000035266;45.0;75.0;-8.612037;41.153904;90.0;;110.52496080650128;355.48165283264126;13.0;[970000.0, 970001.0, 970002.0, 970003.0, 970004.0, 970005.0]
181;-8.612037;41.153904;90;;-8.611929;41.155803;105.0;;211.352670630744;85.23138833652604;13.0;[870000.0]
182;-8.611929;41.155803;105;;-8.610399000220372;41.15723100049339;120.0;150.0;204.0114895842234;32.63359613258348;13.0;0
183;-8.610399000220372;41.15723100049339;120.0;150.0;-8.609508;41.157369;165.0;;76.15585336441242;6.061941459763489;13.0;[880000.0]
184;-8.609508;41.157369;165;;-8.607654;41.1606;210.0;;391.3644615944919;49.979965083996774;13.0;[980000.0]
185;-8.607654;41.1606;210;;-8.606295;41.164155;225.0;;411.34305979039675;60.71925104079469;13.0;[980000.0]
186;-8.606295;41.164155;225;;-8.60634;41.169123;255.0;;552.4292381014213;90.65551876401821;13.0;[990000.0, 990001.0, 990002.0, 990003.0, 990004.0, 990005.0, 990006.0, 990007.0]
187;-8.60634;41.169123;255;;-8.60445;41.171112;270.0;;271.9218231950697;35.65302308360964;13.0;[1000000.0]
188;-8.60445;41.171112;270;;-8.597205;41.171625;300.0;;609.0929840756977;2.7431088714191674;13.0;[1010000.0, 1010001.0]
189;-8.597205;41.171625;300;;-8.593578;41.170968;315.0;;312.25132082242305;353.0395388331028;13.0;0
190;-8.593578;41.170968;315;;-8.587206;41.167062;345.0;;687.8352540554371;337.70553292965417;13.0;[1020000.0, 1020001.0, 1020002.0, 1020003.0]
191;-8.587206;41.167062;345;;-8.583624;41.166252;360.0;;313.07514082757217;351.428172935598;13.0;[1030000.0]
192;-8.583624;41.166252;360;;-8.58114;41.163381;390.0;;380.98751084370036;322.48712506141817;13.0;0
193;-8.58114;41.163381;390;;-8.577468;41.165316;420.0;;375.2063122940163;19.226809071778916;13.0;[1040000.0, 1040001.0]
194;-8.577468;41.165316;420;;-8.575082999993821;41.162287500001405;450.0;465.0;391.4888759284723;320.05222157916717;13.0;[1050000, 1050001]
195;-8.608716;41.153499;0;;-8.606497500000001;41.1534720000001;30.0;45.0;185.7662975839281;359.52341381928187;14.0;[970002.0]
196;-8.606497500000001;41.1534720000001;30.0;45.0;-8.605269;41.153427;60.0;;102.97682115405692;358.5677359392501;14.0;[970002.0]
197;-8.605269;41.153427;60;;-8.604756;41.154156;75.0;;91.73674090560604;44.10389046230716;14.0;[1060000.0]
198;-8.604756;41.154156;75;;-8.604368999982697;41.160213000001406;135.0;150.0;674.2865156161737;84.52149793320189;14.0;[1060000.0]
199;-8.604368999982697;41.160213000001406;135.0;150.0;-8.603892;41.161545;165.0;;153.40018387671435;62.26006060459565;14.0;[1070000.0]
200;-8.603892;41.161545;165;;-8.610737999739344;41.162739000414795;210.0;240.0;588.2775277301787;173.1713346107737;14.0;[1080000.0, 1080001.0, 1080002.0, 1080003.0, 1080004.0, 1080005.0, 1080006.0, 1080007.0, 1080008.0, 1080009.0, 1080010.0, 1080011.0, 1080012.0, 1080013.0, 1080014.0, 1080015.0]
201;-8.610737999739344;41.162739000414795;210.0;240.0;-8.623305;41.164281;330.0;;1065.8820606230108;175.12082853312984;14.0;[1080000.0, 1080001.0, 1080002.0, 1080003.0, 1080004.0, 1080005.0, 1080006.0, 1080007.0, 1080008.0, 1080009.0, 1080010.0, 1080011.0, 1080012.0, 1080013.0, 1080014.0, 1080015.0]
202;-8.623305;41.164281;330;;-8.624889;41.164722;345.0;;141.37371628062826;169.02112564707835;14.0;0
